"id","repository","sha","message","date","insertions","deletions","files_changed","in_main_branch","merge","dmm_unit_size","dmm_unit_complexity","dmm_unit_interfacing","time_mined","author_id","committer_id"
"91","aisepucrio/stnl-dataminer-api","598ab91e635c2d27988576a90bcc11c209378231","fix: Consertando a sobreposição de dados do GitHub

JIRA: [CSTONE-320][CSTONE-402]","2024-11-14 17:56:53+00",58,47,1,True,False,"0","0.2","0","2025-03-24 14:07:48.055551+00","4","4"
"92","aisepucrio/stnl-dataminer-api","72d71af1fd9b1450a1dd097d99a9656b60052339","fix: Consertando retorno da API para que retorne os dados obtidos

JIRA: [CSTONE-320][CSTONE-403]","2024-11-14 18:21:31+00",21,9,1,True,False,"1","1","1","2025-03-24 14:07:48.456937+00","4","4"
"93","aisepucrio/stnl-dataminer-api","2866b7b2e6b21b74704771473a0f401a47c92f6b","[improv] Adicionando pequenos detalhes","2024-11-25 14:53:31+00",19,6,3,True,False,"1","1","1","2025-03-24 14:07:48.613322+00","4","4"
"94","aisepucrio/stnl-dataminer-api","0f0228a410dd00fe4a45c8947461e0cbef613a7d","Ajustes conexão com o banco.","2024-11-27 15:09:48+00",13,12,2,True,False,NULL,NULL,NULL,"2025-03-24 14:07:48.863128+00","7","7"
"95","aisepucrio/stnl-dataminer-api","af4309801dbeb827e16f8e3d2c9d37fff66cf71a","[fix] Fazendo algumas correçõs no Dockerfile e start.sh","2024-12-06 14:51:17+00",37,3,2,True,False,NULL,NULL,NULL,"2025-03-24 14:07:49.02472+00","4","4"
"96","aisepucrio/stnl-dataminer-api","0898799e33d256252e0671702247a809bc7028f4","Merge branch 'dev-breno'","2024-12-06 14:52:18+00",1127,7165,0,True,True,NULL,NULL,NULL,"2025-03-24 14:07:49.124371+00","4","4"
"97","aisepucrio/stnl-dataminer-api","1aa2893278d9d3fe3afe4a9ff37413e6d547034a","[fix/docs] Consertando detalhes e melhorando README","2024-12-06 15:08:02+00",63,109,4,True,False,"1","0","0","2025-03-24 14:07:49.198282+00","4","4"
"98","aisepucrio/stnl-dataminer-api","279b5adbe92975dd903ec23999996d486f8d393b","[docs] Atualizando README","2024-12-06 15:14:26+00",34,1,1,True,False,NULL,NULL,NULL,"2025-03-24 14:07:49.363244+00","4","4"
"99","aisepucrio/stnl-dataminer-api","82fb05f052c06022c75c69d9522e05fd49e13ff9","Update README.md","2024-12-06 15:18:32+00",1,1,1,True,False,NULL,NULL,NULL,"2025-03-24 14:07:49.449203+00","9","2"
"100","aisepucrio/stnl-dataminer-api","974a2a06a1c7d8d69ee1e34ccd31958abcccc085","Update README.md","2024-12-17 17:39:34+00",53,53,1,True,False,NULL,NULL,NULL,"2025-03-24 14:07:49.556689+00","9","2"
"101","aisepucrio/stnl-dataminer-api","ddb3fb0fc25a167739935320fd08e0b6b22de78c","Update README.md","2024-12-17 18:27:20+00",5,1,1,True,False,NULL,NULL,NULL,"2025-03-24 14:07:49.655043+00","9","2"
"102","aisepucrio/stnl-dataminer-api","27b02edfc624a8a705ec39cfa4e3d6e82ffc904d","Update README.md","2024-11-04 15:16:28+00",60,43,1,True,False,NULL,NULL,NULL,"2025-03-24 14:07:49.753294+00","9","7"
"103","aisepucrio/stnl-dataminer-api","1fcb1aee6685e1164ceae4bf1975307a95480290","feat: Adicionando endpoint para verificar status das tasks

JIRA: [CSTONE-320][CSTONE-370]","2024-10-30 21:47:59+00",132,35,6,True,False,"0.7746478873239436","1","0.43661971830985913","2025-03-24 14:07:49.851844+00","8","7"
"104","aisepucrio/stnl-dataminer-api","aa67d1d2a855abf92b27449c3c8bdbc27d68eb17","improv: Alterando coisas para que o app do jobs lide com a verificação das tasks do GitHub e JIRA","2024-11-04 16:40:53+00",11,26,7,True,False,"0","0","0","2025-03-24 14:07:50.423994+00","4","7"
"105","aisepucrio/stnl-dataminer-api","1b0a8dfcfea511ced94222a439ab8b1d6b1cbf79","feat: Adicionando verificação de tasks no test.py","2024-11-12 18:35:52+00",81,33,2,True,False,"0","0.45454545454545453","0.7575757575757576","2025-03-24 14:07:51.00178+00","4","7"
"106","aisepucrio/stnl-dataminer-api","a65414f95be80c07e299a6294e33efa4ade61f99","fix: Consertando conexão externa ao banco de dados do Docker

JIRA: [CSTONE-320][CSTONE-395]","2024-11-12 22:27:32+00",185,87,4,True,False,"0.2545454545454545","0.18181818181818182","0.36363636363636365","2025-03-24 14:07:51.393067+00","4","7"
"107","aisepucrio/stnl-dataminer-api","0915ad5abff97053707160a6f61290888e132f07","fix: Consertando algumas coisas relacionadas a criação do banco","2024-11-13 20:17:53+00",123,9,3,True,False,NULL,NULL,NULL,"2025-03-24 14:07:51.977349+00","4","7"
"108","aisepucrio/stnl-dataminer-api","1faa8c11f03fe26c5b1126bbc350fd3ae46f41e2","fix: Retirando parte das features

JIRA: [CSTONE-320][CSTONE-401]","2024-11-14 17:22:33+00",6,6,3,True,False,"1","1","0","2025-03-24 14:07:52.357295+00","4","7"
"109","aisepucrio/stnl-dataminer-api","59a96d191638edaa48fedb698aa37e9106413413","fix: Consertando a sobreposição de dados do GitHub

JIRA: [CSTONE-320][CSTONE-402]","2024-11-14 17:56:53+00",58,47,1,True,False,"0","0.2","0","2025-03-24 14:07:52.66309+00","4","7"
"110","aisepucrio/stnl-dataminer-api","2d1125561c8412eb906cfa3be536f668b1065d21","fix: Consertando retorno da API para que retorne os dados obtidos

JIRA: [CSTONE-320][CSTONE-403]","2024-11-14 18:21:31+00",21,9,1,True,False,"1","1","1","2025-03-24 14:07:52.995816+00","4","7"
"111","aisepucrio/stnl-dataminer-api","e69217db4787e873a8490217bfa75a5ec96c8de8","[improv] Adicionando pequenos detalhes","2024-11-25 14:53:31+00",19,6,3,True,False,"1","1","1","2025-03-24 14:07:53.192322+00","4","7"
"112","aisepucrio/stnl-dataminer-api","08c4d60f84710bc5700dcdf8323c839ba3f39cfa","Ajustes conexão com o banco.","2024-11-27 15:09:48+00",11,10,2,True,False,NULL,NULL,NULL,"2025-03-24 14:07:53.604763+00","7","7"
"113","aisepucrio/stnl-dataminer-api","b4273e5299a3073e5f0f11ccd9a6bd85366f4936","[fix] Fazendo algumas correçõs no Dockerfile e start.sh","2024-12-06 14:51:17+00",37,3,2,True,False,NULL,NULL,NULL,"2025-03-24 14:07:53.75717+00","4","7"
"114","aisepucrio/stnl-dataminer-api","5a38ce5d9e3d02233b9d47fbc7e503e3bad52723","[fix/docs] Consertando detalhes e melhorando README","2024-12-06 15:08:02+00",63,109,4,True,False,"1","0","0","2025-03-24 14:07:53.872301+00","4","7"
"115","aisepucrio/stnl-dataminer-api","0e5d5806c54de5e8882405f999bad87fffb5f8ff","[docs] Atualizando README","2024-12-06 15:14:26+00",34,1,1,True,False,NULL,NULL,NULL,"2025-03-24 14:07:54.028302+00","4","7"
"116","aisepucrio/stnl-dataminer-api","5c95f143db0aa33ce71d7574549e055ad2688e76","Update README.md","2024-12-06 15:18:32+00",1,1,1,True,False,NULL,NULL,NULL,"2025-03-24 14:07:54.110141+00","9","7"
"117","aisepucrio/stnl-dataminer-api","2a33c00d379a9165e16f5ab83f2e79bc951217fe","Update README.md","2024-12-17 17:39:34+00",53,53,1,True,False,NULL,NULL,NULL,"2025-03-24 14:07:54.213862+00","9","7"
"118","aisepucrio/stnl-dataminer-api","3250082c01e588ae38fdc8562dfde31386815a87","Update README.md","2024-12-17 18:27:20+00",5,1,1,True,False,NULL,NULL,NULL,"2025-03-24 14:07:54.324924+00","9","7"
"119","aisepucrio/stnl-dataminer-api","4c11d8eb7b29f88b493a3ca9003d7c46c443de87","Merge remote-tracking branch 'origin/main' into development","2024-12-18 13:49:34+00",9,0,0,True,True,NULL,NULL,NULL,"2025-03-24 14:07:54.423677+00","7","7"
"120","aisepucrio/stnl-dataminer-api","f7d71782aefb41ed1798ff67024841e7f9393d74","Fix database connection.","2025-01-06 12:25:05+00",2,2,1,True,False,NULL,NULL,NULL,"2025-03-24 14:07:54.458986+00","7","7"
"121","aisepucrio/stnl-dataminer-api","9db90a1c710198d7d2d76c8df4fc226df03e96d5","Move example files to separate folder.","2025-01-06 12:28:13+00",2,2,2,True,False,NULL,NULL,NULL,"2025-03-24 14:07:54.584009+00","7","7"
"122","aisepucrio/stnl-dataminer-api","4c1ecd90e02fde22e51428b72cd9967cfea96df7","Remove git merge leftovers.","2025-01-06 15:00:30+00",0,4,1,True,False,NULL,NULL,NULL,"2025-03-24 14:07:54.68901+00","7","7"
"123","aisepucrio/stnl-dataminer-api","0ced5279145f1678db7157bf627e6614f309d954","improv: Alterando resposta da requisição do GitHub e agora o task_id é fornecido imediatamente após a requisição","2025-01-06 15:40:18+00",5,21,2,True,False,"0","0","0","2025-03-24 14:07:54.843349+00","4","4"
"124","aisepucrio/stnl-dataminer-api","ef1e0fd38f35fa06028b1f5a33c96067308ed06b","fix: Consertando o problema relacionado ao status das tasks sempre serem NULL","2025-01-06 18:36:51+00",252,72,6,True,False,"0","1","0.16296296296296298","2025-03-24 14:07:55.036818+00","4","4"
"125","aisepucrio/stnl-dataminer-api","6a7b9078cf807f4335b43739c90011cd23c62868","fix: Consertando o retorno PENDING de tasks não existentes (Conserto do retorno NULL de tasks)

JIRA : [CSTONE-320][CSTONE-396]","2025-01-06 18:49:59+00",32,8,1,True,False,"0","1","0","2025-03-24 14:07:55.613975+00","4","4"
"126","aisepucrio/stnl-dataminer-api","ca848da9017b53a2da9f0fafeff13528c0c5b522","improv: Alterar o retorno da API para o task_id e instruções de como usar o task_id

JIRA: [CSTONE-320][CSTONE-403]","2025-01-07 12:03:44+00",5,1,1,True,False,"1","1","1","2025-03-24 14:07:55.784136+00","4","4"
"127","aisepucrio/stnl-dataminer-api","dde3828b7f4d2987ed40359ab69dcf6bb4856b10","docs: Removendo comentários desnecessários","2025-01-07 14:21:50+00",1,13,2,True,False,NULL,NULL,NULL,"2025-03-24 14:07:55.917288+00","4","4"
"128","aisepucrio/stnl-dataminer-api","460ba425929c45a881bf48e79e043b01dfa33515","improv: Adicionando coluna sobre a informação do repositório que foi minerado e melhorando a verificação de tokens do GitHub","2025-01-07 16:10:47+00",100,7,3,True,False,"0.11627906976744186","0.20930232558139536","0.9302325581395349","2025-03-24 14:07:56.102585+00","4","4"
"129","aisepucrio/stnl-dataminer-api","aee6ee668bfe6982e806630c12f2ad71ef5520b9","fix/improv : Fazendo melhorias na validação do token e aumentando o limite de memória por worker do celery","2025-01-07 17:39:50+00",15,24,3,True,False,"0","0","0","2025-03-24 14:07:56.683556+00","4","4"
"130","aisepucrio/stnl-dataminer-api","791a3b55e14f22a526ca63219e89c562505f6327","Update README.md","2025-01-07 19:03:20+00",1,1,1,True,False,NULL,NULL,NULL,"2025-03-24 14:07:57.204183+00","7","2"
"131","aisepucrio/stnl-dataminer-api","44fe461858f8f7e16bc2478c7cb0b6f11806ad6c","docs: Atualizando README","2025-01-07 19:09:56+00",27,4,1,True,False,NULL,NULL,NULL,"2025-03-24 14:07:57.305659+00","4","4"
"132","aisepucrio/stnl-dataminer-api","c1868ba249cd7d10e7fa0ed21be073884cc118ab","Merge branch 'development' of github.com:aisepucrio/stnl-dataminer-api into development","2025-01-07 19:10:12+00",1,1,0,True,True,NULL,NULL,NULL,"2025-03-24 14:07:57.410536+00","4","4"
"133","aisepucrio/stnl-dataminer-api","877c13d27bf2e1ea4731e92bdb867d6db4bad65e","docs: Atualizando README","2025-01-07 19:14:18+00",1,1,1,True,False,NULL,NULL,NULL,"2025-03-24 14:07:57.4391+00","4","4"
"134","aisepucrio/stnl-dataminer-api","16df51621e606f42d184144b12113ff7a3f6ff5b","docs: Atualizando README","2025-01-07 19:19:58+00",2,0,1,True,False,NULL,NULL,NULL,"2025-03-24 14:07:57.528395+00","4","4"
"135","aisepucrio/stnl-dataminer-api","1aa031df0d169f76144f46407ca75a7a63d17286","docs: Atualizando README","2025-01-07 19:25:03+00",2,1,1,True,False,NULL,NULL,NULL,"2025-03-24 14:07:57.606567+00","4","4"
"136","aisepucrio/stnl-dataminer-api","9df0b1069ebd393c3a11d3c23cff395ee5d278f1","docs: Atualizando README","2025-01-07 19:27:15+00",4,4,1,True,False,NULL,NULL,NULL,"2025-03-24 14:07:57.687138+00","4","4"
"137","aisepucrio/stnl-dataminer-api","8270ca742423d6f09882174c7a3275d7ed495941","docs: Atualizando README","2025-01-07 19:36:50+00",6,6,1,True,False,NULL,NULL,NULL,"2025-03-24 14:07:57.768648+00","4","4"
"138","aisepucrio/stnl-dataminer-api","93e14b1f53df61ab4a301d5599be648e53e9ab96","docs: Atualizando README","2025-01-07 19:46:52+00",14,1,1,True,False,NULL,NULL,NULL,"2025-03-24 14:07:57.844412+00","4","4"
"139","aisepucrio/stnl-dataminer-api","ed0fa274ef026e2afffa4ca353125886dab06371","docs: Atualizando README","2025-01-07 19:53:41+00",37,9,1,True,False,NULL,NULL,NULL,"2025-03-24 14:07:57.920752+00","4","4"
"140","aisepucrio/stnl-dataminer-api","f1c3204ccea827db0ba7b908303e4450599e7477","Add swagger","2025-01-08 13:52:35+00",25,9,5,True,False,"0","0","0","2025-03-24 14:07:57.992725+00","7","7"
"141","aisepucrio/stnl-dataminer-api","142e28628cafd2ef1bce9eb4b1e53b4cca9c53c7","Merge remote-tracking branch 'origin/development' into development","2025-01-08 13:54:13+00",144,49,0,True,True,NULL,NULL,NULL,"2025-03-24 14:07:58.196319+00","7","7"
"142","aisepucrio/stnl-dataminer-api","7dd6181d2d48ec66f04c510ce918686c8148c451","Add .gitattributes","2025-01-08 13:57:24+00",2,0,1,True,False,NULL,NULL,NULL,"2025-03-24 14:07:58.24053+00","7","7"
"143","aisepucrio/stnl-dataminer-api","ac5dcdabdaee04ce14f3c1ed55597bb2ec2b7fc0","Update gitattributes","2025-01-08 14:00:55+00",31,2,1,True,False,NULL,NULL,NULL,"2025-03-24 14:07:58.349621+00","7","7"
"144","aisepucrio/stnl-dataminer-api","ca8f6a3242920f0957cbd685ec062db1fb9bbf0c","feat: Começando a implementação de Generic Views para criação de rotas de consulta ao banco

JIRA: [CSTONE-320][CSTONE-452]","2025-01-08 15:32:58+00",103,8,3,True,False,"1","1","1","2025-03-24 14:07:58.467556+00","4","4"
"145","aisepucrio/stnl-dataminer-api","932bdebdd6434a09264c0eba602fc6804a48c816","Add swagger","2025-01-08 13:52:35+00",25,9,5,True,False,"0","0","0","2025-03-24 14:07:58.738509+00","7","7"
"146","aisepucrio/stnl-dataminer-api","b53182ca3b3ff5e2b4505e4257df09185bea8a1a","Add .gitattributes","2025-01-08 13:57:24+00",2,0,1,True,False,NULL,NULL,NULL,"2025-03-24 14:07:58.999427+00","7","7"
"147","aisepucrio/stnl-dataminer-api","f97e7e20390dc5c29be4f91bd5ea700aefb70d0c","Update gitattributes","2025-01-08 14:00:55+00",31,2,1,True,False,NULL,NULL,NULL,"2025-03-24 14:07:59.075487+00","7","7"
"148","aisepucrio/stnl-dataminer-api","14bda195098a96b1020a720e1a6f1329e61bd72b","fix: Adicionando opçõs de filtro nas consultas do banco de dados","2025-01-08 19:36:22+00",2271,8,9,True,False,"1","1","0","2025-03-24 14:07:59.176305+00","4","4"
"149","aisepucrio/stnl-dataminer-api","236e0b889b30fcb5ad4fa2c6bd0ef3978b4e01c8","[docs] Atualização do README","2025-01-13 08:14:28+00",170,38,1,True,False,NULL,NULL,NULL,"2025-03-24 14:07:59.721718+00","5","5"
"150","aisepucrio/stnl-dataminer-api","cb9216ff32446f7f857c20460b70c005486a17fd","[fix] Consertando problemas na minerção com datas e na extração do texto de descrição das tarefas.","2025-01-13 08:16:20+00",53,21,1,True,False,"0.8333333333333334","1","0.4166666666666667","2025-03-24 14:07:59.838894+00","5","5"
"151","aisepucrio/stnl-dataminer-api","812449fbbe35717b82ae8baca3aa10910c5c1ea4","[ref] Alterando o parâmetro utilizado para deletar ou consultar uma issue específica do banco de dados para issue_key.","2025-01-13 08:17:39+00",5,5,3,True,False,NULL,NULL,NULL,"2025-03-24 14:08:00.053681+00","5","5"
"152","aisepucrio/stnl-dataminer-api","4bdaccdc0f2712ec5a22a3eab9d2f19b6506eb41","[ref] Reorganização da tabela e remoção do campo reporter.","2025-01-13 09:04:40+00",17,19,2,True,False,NULL,NULL,NULL,"2025-03-24 14:08:00.544247+00","5","5"
"153","aisepucrio/stnl-dataminer-api","12fe9250c194f3394e6386cdc5b7af98a6b382f3","[fix] Consertando a problema ao informar apenas a data de início ou apenas a data de fim.

[improv] Melhoria da função de validadção no formato das datas, passando a aceitar data com ou sem horas e minutos.","2025-01-13 09:30:16+00",16,9,1,True,False,"0.5","0.5","1","2025-03-24 14:08:00.762071+00","5","5"
"154","aisepucrio/stnl-dataminer-api","45d5663d6fde4dd888199d9e581bfe9231552cf7","[docs] Atualização do README","2025-01-13 09:34:45+00",3,3,1,True,False,NULL,NULL,NULL,"2025-03-24 14:08:01.023838+00","5","5"
"155","aisepucrio/stnl-dataminer-api","b526811b36b4be98669d16f5a5c86033bb26aa68","Merge branch 'development' of github.com:aisepucrio/stnl-dataminer-api into development","2025-01-13 11:56:05+00",308,95,0,True,True,NULL,NULL,NULL,"2025-03-24 14:08:01.123569+00","4","4"
"156","aisepucrio/stnl-dataminer-api","bc4d2d4a4036783525cc660ca3db4dc42753fa92","improv: Mudando formato do nome de metodos no banco","2025-01-13 13:44:46+00",1,2123,2,True,False,NULL,NULL,NULL,"2025-03-24 14:08:01.166507+00","4","4"
"157","aisepucrio/stnl-dataminer-api","30dd45d7791671537fc161b34063c0bfdba8e114","[ref] Modificando retorno das requisições para issues, PRs e branches para que fique igual a de commits","2025-01-13 15:06:54+00",33,3,2,True,False,"1","1","1","2025-03-24 14:08:01.580247+00","4","4"
"158","aisepucrio/stnl-dataminer-api","259517812aa35c1774e18660aa3fbe2cf496d9f1","Merge branch 'database-query' into development","2025-01-13 15:17:03+00",282,16,0,True,True,NULL,NULL,NULL,"2025-03-24 14:08:01.781079+00","4","4"
"159","aisepucrio/stnl-dataminer-api","d87c7ca34ab88b189d7ba14681bc8e7ab4e64c1b","[fix] Consertando o retorno nulo de comments para as issues e retorno nulo de commits e comments para PRs","2025-01-13 16:06:43+00",62,9,1,True,False,"0","0","0","2025-03-24 14:08:01.812545+00","4","4"
"160","aisepucrio/stnl-dataminer-api","a7975ae09b17d6cd18361f1cedf02c6fd4733928","[ref] Remoção das rotas de mineração de issuetypes e adição do campo issuetype_description na tabela de issues.","2025-01-13 19:13:38+00",12,141,6,True,False,"0.7560975609756098","0.34146341463414637","0.6219512195121951","2025-03-24 14:08:02.195868+00","5","5"
"161","aisepucrio/stnl-dataminer-api","765c2e56613df5c251627dadcd469cc50d5b4e33","Removendo a rota de deleção de issues","2025-01-13 19:15:27+00",3,13,2,True,False,"0","0","1","2025-03-24 14:08:02.874165+00","5","5"
"162","aisepucrio/stnl-dataminer-api","f0691c6503e49c0c6d25ea92cd74336d2368ef0a","[test] Adicionando arquivos de testes para nova forma de minerar PRs e verificação de requisições restantes em tokens","2025-01-15 17:28:03+00",380,0,3,True,False,"0.18181818181818182","0.8143939393939394","0.5378787878787878","2025-03-24 14:08:02.996799+00","4","4"
"163","aisepucrio/stnl-dataminer-api","5e4e1c30b6331dc4a68169831487b90525e27274","[improv] Fazendo melhoria nos testes de mineração de PRs","2025-01-15 18:23:07+00",46,23,1,True,False,"0","0.8461538461538461","0.8461538461538461","2025-03-24 14:08:03.214338+00","4","4"
"164","aisepucrio/stnl-dataminer-api","4c7a26702326dc644ebcf4fff611ab24c136a6a3","[improv][test] Agora o teste de mineração de PRs está dividindo o intervalo de datas em pequenos intervalos para que não ocorra o problema da API só retornar as primeiras 1000 PRs","2025-01-15 18:39:53+00",301412,6,2,True,False,"0.34375","0","0.65625","2025-03-24 14:08:03.421297+00","4","4"
"165","aisepucrio/stnl-dataminer-api","8cf9ec402f0651c9dc0194ecfee01ac094b8868f","[att] Atualizando teste de mineração de PRs","2025-01-15 20:10:35+00",3,3,1,True,False,NULL,NULL,NULL,"2025-03-24 14:08:06.73078+00","4","4"
"166","aisepucrio/stnl-dataminer-api","6fb9dba35ab08ba9362510af118fe612b5395623","[test] Adicionado dois tipos de mineração de PR para testes, um básico e outro complexo","2025-01-16 13:52:36+00",4426,301420,7,True,False,"0.22692307692307692","0.5230769230769231","0.5307692307692308","2025-03-24 14:08:06.96786+00","4","4"
"167","aisepucrio/stnl-dataminer-api","8e6d1542eb15eee0e2e4e858d3e3bdc661800a49","[ref] refatorando os códigos de testes para minerar PRs","2025-01-16 15:10:21+00",15209,4040,5,True,False,"0","0","1","2025-03-24 14:08:10.299822+00","4","4"
"168","aisepucrio/stnl-dataminer-api","3ecd9b1845fa1e7e23e57657404c49622b10ff2b","[feat] Iniciando implementação da nova forma de obtenção de features","2025-01-16 15:37:25+00",1456,10579,4,True,False,"0.4714285714285714","0.4","0.4714285714285714","2025-03-24 14:08:11.173901+00","4","4"
"169","aisepucrio/stnl-dataminer-api","d66c008a9f98225c70708776a24cb7fdd16755f0","[feat] Implementando divisão do intervalo de datas","2025-01-16 15:53:16+00",11108,5996,3,True,False,"0.9333333333333333","0.9333333333333333","0","2025-03-24 14:08:12.086169+00","4","4"
"170","aisepucrio/stnl-dataminer-api","ac5dbabd455eb6d6bae11bbca83dfe0ef0e9d5e9","[docs] Retirando arquivo de mineração","2025-01-16 16:04:35+00",0,10991,1,True,False,NULL,NULL,NULL,"2025-03-24 14:08:12.747055+00","4","4"
"171","aisepucrio/stnl-dataminer-api","d045e008c6d1661a0c3ad04a5cd4d4828734f75e","[fix] Adicionando informação do número de PR para salvar no banco","2025-01-16 17:32:04+00",21,1,3,True,False,"0","0","0","2025-03-24 14:08:13.025347+00","4","4"
"172","aisepucrio/stnl-dataminer-api","fc9afda469f3d55161ed4a23588ba940f1587046","[logs][improv] Adicionando mais log e melhorando a forma com que eles são feitos","2025-01-16 18:00:22+00",37,46,1,True,False,"1","1","1","2025-03-24 14:08:13.6273+00","4","4"
"173","aisepucrio/stnl-dataminer-api","cccac6626d6d0912c14c2e4d8347451478537805","[fix] Recolocando adição ao banco","2025-01-16 18:07:12+00",23,1,1,True,False,"0","0","0","2025-03-24 14:08:14.164899+00","4","4"
"174","aisepucrio/stnl-dataminer-api","ab6a6375f4bfd64fe687872284e8648358620dfc","[fix] Consertando alguns detalhes ao salvar dados no banco","2025-01-16 18:31:15+00",70,14,3,True,False,"1","1","1","2025-03-24 14:08:14.606456+00","4","4"
"175","aisepucrio/stnl-dataminer-api","dfbab76bdd36afbb4c145d1bc141a76bcdee6af8","[docs] Retirando arquivo de mineração","2025-01-16 19:01:28+00",0,10991,1,True,False,NULL,NULL,NULL,"2025-03-24 14:08:15.253279+00","4","4"
"176","aisepucrio/stnl-dataminer-api","4de7e4e7482626e33b903ab3c27562f425d0b788","Merge branch 'development'","2025-01-16 19:08:14+00",123,34,0,True,True,NULL,NULL,NULL,"2025-03-24 14:08:15.51633+00","4","4"
"177","aisepucrio/stnl-dataminer-api","3a3d4a73ece59f90920963d5a33521fd633b5be8","[feat] Adicionando mais informações de issues na mineração e armazenamento de dados","2025-01-16 19:28:28+00",173,20,3,True,False,"0","0","0","2025-03-24 14:08:15.557725+00","4","4"
"178","aisepucrio/stnl-dataminer-api","513015c4562a68926dde9132fe6aa0998dbdf8fa","[logs] Melhorando logs ao realizar mineração de issues","2025-01-16 19:32:45+00",19,4,1,True,False,"0","0","0","2025-03-24 14:08:16.212979+00","4","4"
"179","aisepucrio/stnl-dataminer-api","299fa4abcfc08263c90bb8baedbc9076313f7f6b","Merge branch 'development'","2025-01-16 19:35:38+00",191,23,0,True,True,NULL,NULL,NULL,"2025-03-24 14:08:16.653827+00","4","4"
"180","aisepucrio/stnl-dataminer-api","b55214768b7e9ef0d09ecad3a5e094f0693be71e","[feat] Começando o reparo da mineração de issues","2025-01-16 19:59:25+00",1,30,3,True,False,"1","0","0","2025-03-24 14:08:16.693413+00","4","4"
"181","aisepucrio/stnl-dataminer-api","f91ff804b484715690a10f85292e9d0dafbe5b90","Atualização dos models","2025-01-17 07:34:00+00",3,36,2,True,False,NULL,NULL,NULL,"2025-03-24 14:08:17.198927+00","5","5"
"182","aisepucrio/stnl-dataminer-api","9c1171372f2582af4c3c5677ff64485097941b56","Adição dos filtros e padronização do retorno entre a parte do Jira e do GitHub quando uma task é iniciada.","2025-01-17 08:26:22+00",43,8,3,True,False,"0","1","0","2025-03-24 14:08:17.377178+00","5","5"
"183","aisepucrio/stnl-dataminer-api","f5459f9378b58966db88c659a7fc0f19cab1ae71","Atualização do README","2025-01-17 08:26:31+00",61,17,1,True,False,NULL,NULL,NULL,"2025-03-24 14:08:17.669296+00","5","5"
"184","aisepucrio/stnl-dataminer-api","ee6cb742ba0c040f6831c78717ac47082c45d4cd","[fix] Adicionando novo endpoint de mineração de issues e um parser de json para verificar data de criação

JIRA: [CSTONE-320][CSTONE-463]","2025-01-22 16:13:31+00",167,110,2,True,False,"0.2692307692307692","0.2692307692307692","0.2692307692307692","2025-03-24 14:08:17.775761+00","4","4"
"185","aisepucrio/stnl-dataminer-api","59adc5d58615ad4420b297c2897d630240af9d0c","[feat] Adicionando tempo de espera no Token de search para ele resetar

JIRA: [CSTONE-320][CSTONE-463]","2025-01-22 17:52:07+00",108,49,1,True,False,"0.15","1","0.05","2025-03-24 14:08:18.417203+00","4","4"
"186","aisepucrio/stnl-dataminer-api","61e992901f1151a778ea54414dd82252b7b1e571","[fix] Consertando formato de um campo no banco","2025-01-22 18:36:52+00",19,1,2,True,False,NULL,NULL,NULL,"2025-03-24 14:08:19.007262+00","4","4"
"187","aisepucrio/stnl-dataminer-api","370e1b2591587a4a76584978f520b12e7c4bbb31","[logs][improv] Adicionando logs e tempo de esperar para resetar o token na mineração de PR","2025-01-22 20:09:13+00",135,46,1,True,False,"0","0","0","2025-03-24 14:08:19.224641+00","4","4"
"188","aisepucrio/stnl-dataminer-api","16d95a4397e5dd5f52bed38bebb7da3e1b73a298","[log] Melhorando organização dos logs","2025-01-27 19:16:13+00",40509,50,2,True,False,"1","1","1","2025-03-24 14:08:19.649485+00","4","4"
"189","aisepucrio/stnl-dataminer-api","d71609292517555237457522e866341547257412","[logs] Melhorando o log em relação ao limite de requisições do token","2025-01-27 20:04:20+00",43,40473,2,True,False,"0","0","0.1111111111111111","2025-03-24 14:08:20.690974+00","4","4"
"190","aisepucrio/stnl-dataminer-api","ec344ff57bc8e5ef7d136a9adc61944f26741bd7","[logs][improv] Melhorando log das PRs","2025-01-28 12:02:19+00",42,6,1,True,False,"0","0.75","0.75","2025-03-24 14:08:21.86208+00","4","4"
"191","aisepucrio/stnl-dataminer-api","dadadb9ade908af0b43d7e821b233b88966f6273","[logs][improv][feat] Melhorando log da mineração de PR e adicionando um consumidor de token","2025-01-28 12:50:09+00",127,56,2,True,False,"0","0.1935483870967742","0.1935483870967742","2025-03-24 14:08:22.419387+00","4","4"
"192","aisepucrio/stnl-dataminer-api","fb1e7342d131ab3bb76d32075844e6fc9f015608","[logs] Melhorando o log das PRs para ficar mais bonito e parecido com o de Issues","2025-01-28 16:41:44+00",185,209,3,True,False,"1","0.21739130434782608","0.782608695652174","2025-03-24 14:08:22.984499+00","4","4"
"193","aisepucrio/stnl-dataminer-api","f057ac43230b6788837ba91fb82a4135364dd611","[feat] Adicionando argparse no token_verifier","2025-01-28 16:58:31+00",15,1,2,True,False,NULL,NULL,NULL,"2025-03-24 14:08:23.682086+00","4","4"
"194","aisepucrio/stnl-dataminer-api","6b3dcface49f9b56fa081efac9d97e528821fe48","[feat] Tentando evitar ping pong de tokens durante a rotação","2025-01-28 18:01:51+00",84,20,1,True,False,"0","0","0.5777777777777777","2025-03-24 14:08:23.888079+00","4","4"
